id,sigla,nombre_espanol,nombre_original,autores_originales,adaptacion_hispana,eje_codigo,eje_numero,eje_nombre,constructo,tema_principal,temas_secundarios,sinonimos_busqueda,tipo_instrumento_categoria,tipo_instrumento_detalle,funcion_clinica_categoria,poblacion,franjas_etarias,tiempo_administracion,formato_respuesta,acceso_categoria,regimen_licencia,protocolo_disponible,carpeta_relativa,archivo_ficha_tecnica,archivo_protocolo,resumen_clinico
eros_65,EROS,Escala de Observación de Recompensas Ambientales,_Environmental Reward Observation Scale (EROS)_,"Dras. Maria E. A. Armento y Derek R. Hopko (2007), University of Tennessee.","Jorge Barraca y Marino Pérez-Álvarez (2010), Universidad Camilo José Cela y Univ. de Oviedo.",Eje II,2,Procesos psicológicos y mantenimiento,Activación y Evitación conductual,Depresión y estado de ánimo,,depresión mayor; distimia; afecto negativo; anhedonia; ánimo bajo,Autoinforme,Autoinforme dimensional breve de 10 reactivos con escala Likert de 4 puntos (1 a 4).,Monitoreo de proceso / Evolución,Adultos,adultos,1 a 3 minutos en autoadministración; 3 a 4 minutos asistido.,Escala de respuesta estructurada psicométrica,abierto,Sí,SI,Eje II/EROS,EROS_ficha_tecnica.pdf,EROS_protocolo.pdf,Cuestionario de autoinforme · 10 ítems · Likert de 4 puntos · Unidimensional
brief_cope_66,Brief COPE,Inventario Breve de Afrontamiento,_Brief COPE (Coping Orientation to Problems Experienced)_,"Dr. Charles S. Carver (1997), University of Miami.",Morán et al. (2010); Crespo & Cruzado (2014); Perczek et al. (2000).,Eje II,2,Procesos psicológicos y mantenimiento,Exposición y afrontamiento,Afrontamiento y resiliencia,,coping; resiliencia; tolerancia a la frustración; adaptación,Autoinforme,Autoinforme multidimensional de 28 reactivos con escala Likert de 4 anclajes (1 a 4).,Monitoreo de proceso / Evolución,Adultos,adultos,4 a 7 minutos en autoadministración; 8 minutos asistido.,Escala de respuesta estructurada psicométrica,abierto,Sí,SI,Eje II/Brief COPE,Brief COPE_ficha_tecnica.pdf,Brief COPE_protocolo.pdf,Cuestionario de autoinforme · 24 ítems · Likert de 4 puntos · 14 estrategias · Autoinforme referido a una sit
bis_68,BIS/BAS,Escalas del Sistema de Inhibición y Aproximación Conductual,_Behavioral Inhibition System and Behavioral Activation System Scales (BIS/BAS)_,"Drs. Charles S. Carver y Teri L. White (1994), University of Miami.","Sandra Torrubia, Ávila-Espada et al. (2001); Romero et al. (2003); Ferrando et al.",Eje II,2,Procesos psicológicos y mantenimiento,Búsqueda de recompensa,Impulsividad y conducta disruptiva,,impulsividad; conducta antisocial; conducta disruptiva; trastorno de déficit de atención e hiperactividad; TDAH; conducta agresiva; conducta inadecuada,Autoinforme,Autoinforme de 24 reactivos (20 puntuables + 4 distractores) con escala Likert de 4 puntos (1 a 4).,Monitoreo de proceso / Evolución,Adultos,adultos,4 a 6 minutos en autoadministración.,Escala de respuesta estructurada psicométrica,abierto,Sí,SI,Eje II/BIS_BAS,BIS/BAS_ficha_tecnica.pdf,BIS/BAS_protocolo.pdf,Cuestionario de autoinforme · 24 ítems · Likert de 4 puntos · 3 dimensiones
ecr-r_69,ECR-R,Experiencias en Relaciones Cercanas - Revisado,_Experiences in Close Relationships-Revised (ECR-R)_,"Drs. R. Chris Fraley, Niels G. Waller y Kelly A. Brennan (2000).","Alonso-Arbiol, Balluerka y Shaver (2007); Fernández-Fuertes et al. (2011).",Eje II,2,Procesos psicológicos y mantenimiento,Apego,Apego y relaciones interpersonales,,apego ansioso; apego evitativo; dependencia emocional; asertividad,Autoinforme,Autoinforme escalar de 36 reactivos con escala Likert de 7 anclajes (1 a 7).,Monitoreo de proceso / Evolución,Adultos,adultos,6 a 10 minutos en autoadministración; 12 minutos asistido.,Escala de respuesta estructurada psicométrica,abierto,Sí,SI,Eje II/ECR-R,ECR-R_ficha_tecnica.pdf,ECR-R_protocolo.pdf,Cuestionario de autoinforme · 36 ítems · Likert de 7 puntos · 2 dimensiones
idi_70,IDI,Inventario de Dependencia Interpersonal,_Interpersonal Dependency Inventory (IDI)_,"Drs. Robert M. A. Hirschfeld, G. L. Klerman, P. Chodoff, S. Korchin y J. Barrett (1977).",Validaciones clínicas en España y Latinoamérica (Lemos & Londoño; Bornstein et al.).,Eje II,2,Procesos psicológicos y mantenimiento,Dependencia interpersonal,Apego y relaciones interpersonales,,apego ansioso; apego evitativo; dependencia emocional; asertividad,Autoinforme,Autoinforme psicométrico multidimensional de 48 reactivos con escala Likert de 4 puntos (1 a 4).,Monitoreo de proceso / Evolución,Adultos,adultos,8 a 12 minutos en autoadministración.,Escala de respuesta estructurada psicométrica,abierto,Sí,NO,Eje II/IDI,IDI_ficha_tecnica.pdf,,Cuestionario de autoinforme · 48 ítems · Likert de 4 puntos · 3 dimensiones
rsq_71,RSQ,Cuestionario de Sensibilidad al Rechazo,"Rejection Sensitivity Questionnaire (RSQ; Downey & Feldman, 1996).","Dra. Geraldine Downey y Dr. Scott I. Feldman (Universidad de Columbia, EE. UU.).",Romero-Canyas et al. (2010); adaptaciones validadas en España y Latinoamérica.,Eje II,2,Procesos psicológicos y mantenimiento,Sensibilidad al rechazo,Apego y relaciones interpersonales,,apego ansioso; apego evitativo; dependencia emocional; asertividad,Autoinforme,Autoinforme situacional de 18 escenarios interpersonales con doble escala Likert de 6 puntos (1 a 6).,Monitoreo de proceso / Evolución,Adultos y universitarios,adultos,8 a 12 minutos en autoadministración.,Escala de respuesta estructurada psicométrica,abierto,Sí,NO,Eje II/RSQ,RSQ_ficha_tecnica.pdf,,Cuestionario de autoinforme · 27 ítems · Likert de 6 puntos · Unidimensional · No cotejable para RSQ-sensibil
iip-32_72,IIP-32,Inventario de Problemas Interpersonales (Versión Breve),_Inventory of Interpersonal Problems - Short Form (IIP-32)_,"Drs. Leonard M. Horowitz, S. E. Rosenberg, B. A. Baer, G. Ureño y V. Villaseñor (1988, 2000).","Gómez Penedo, Fernández-Álvarez, Maristany & Freiberg Hoffmann (2022); Cifuentes et al.",Eje II,2,Procesos psicológicos y mantenimiento,Comunicación interpersonal y Asertividad,Apego y relaciones interpersonales,,apego ansioso; apego evitativo; dependencia emocional; asertividad,Autoinforme,Autoinforme dimensional de 32 reactivos estructurados en 8 octantes (escala Likert 0 a 4).,Monitoreo de proceso / Evolución,Adultos,adultos,6 a 8 minutos en autoadministración.,Escala de respuesta estructurada psicométrica,abierto,Sí,NO,Eje II/IIP-32,IIP-32_ficha_tecnica.pdf,,Cuestionario de autoinforme · 32 ítems · Likert de 5 puntos · 8 dimensiones
ras_73,RAS,Escala de Asertividad de Rathus,_Rathus Assertiveness Schedule (RAS)_,"Dr. Spencer A. Rathus (1973), Seton Hall University.",Adaptación y baremación en población hispanohablante,Eje II,2,Procesos psicológicos y mantenimiento,Comunicación interpersonal y Asertividad,Apego y relaciones interpersonales,,apego ansioso; apego evitativo; dependencia emocional; asertividad,Autoinforme,Autoinforme conductual de 30 reactivos con escala Likert de 6 puntos bipolares (-3 a +3).,Monitoreo de proceso / Evolución,Adultos y adolescentes,adolescentes; adultos,6 a 10 minutos en autoadministración.,Escala de respuesta estructurada psicométrica,abierto,Sí,NO,Eje II/RAS,RAS_ficha_tecnica.pdf,,Cuestionario de autoinforme · 30 ítems · Likert de 6 puntos · Unidimensional
ucla-r_74,UCLA-R,Escala de Soledad de UCLA Revisada,_UCLA Loneliness Scale (Version 3)_,"Dr. Daniel W. Russell (1996), Iowa State University.",Expósito y Moya (1999); Velarde-Mayol et al. (2016); Sanz et al. (2007).,Eje II,2,Procesos psicológicos y mantenimiento,Soledad y aislamiento social,Apoyo social y familia,,red de apoyo; funcionamiento familiar; dinámica de pareja,Autoinforme,Autoinforme escalar de 20 reactivos con escala Likert de 4 opciones (1 a 4).,Monitoreo de proceso / Evolución,Adultos y adolescentes,adolescentes; adultos,3 a 5 minutos en autoadministración; 6 minutos asistido.,Escala de respuesta estructurada psicométrica,abierto,Sí,SI,Eje II/UCLA-R,UCLA-R_ficha_tecnica.pdf,UCLA-R_protocolo.pdf,Cuestionario de autoinforme · 20 ítems · Likert de 4 puntos · Unidimensional
djgls_75,DJGLS,Escala de Soledad de De Jong Gierveld,_De Jong Gierveld Loneliness Scale (DJGLS)_,Dras. Jenny de Jong Gierveld y Frans Kamphuis (1985); Jenny de Jong Gierveld & Theo van Tilburg (2006).,"José Buz y Gerardo Prieto (2013, 2014), Universidad de Salamanca, España.",Eje II,2,Procesos psicológicos y mantenimiento,Soledad y aislamiento social,Apoyo social y familia,,red de apoyo; funcionamiento familiar; dinámica de pareja,Autoinforme,Autoinforme dimensional o entrevista estructurada de 11 reactivos (o 6) con respuesta en 3 niveles.,Monitoreo de proceso / Evolución,Adultos (especialmente mayores),adultos; mayores,3 a 5 minutos (forma completa); 2 minutos (forma breve DJGLS-6).,Escala de respuesta estructurada psicométrica,abierto,Sí,SI,Eje II/DJGLS,DJGLS_ficha_tecnica.pdf,DJGLS_protocolo.pdf,"Cuestionario de autoinforme / · 11 ítems · Escala ordinal de 3 puntos, · 2 dimensiones · 5 min · Individual"
neo-pi-r_76,NEO-PI-R,Inventario de Personalidad NEO Revisado,"Revised NEO Personality Inventory (NEO-PI-R; Costa & McCrae, 1992).","Paul T. Costa, Jr., Ph.D. y Robert R. McCrae, Ph.D. (National Institute on Aging, NIH, EE.UU.).","Cordero, Pamos y Seisdedos (1999); Hogrefe TEA Ediciones (Madrid, España).",Eje III,3,"Personalidad, identidad y valores","Rasgos de Personalidad (Neuroticismo, Extraversión, Apertura, Amabilidad, Responsabilidad)",Rasgos de personalidad,,personalidad; rasgos de personalidad; trastorno de personalidad; personalidad antisocial; personalidad borderline,Autoinforme,Autoinforme de 240 ítems graduados en escala Likert de 5 alternativas (0 = Total desacuerdo a 4 = Total acuerdo).,Diagnóstico y severidad,Adultos,adultos,35 a 50 minutos de respuesta pausada y supervisada.,Escala de respuesta estructurada psicométrica,comercial,No (Licencia comercial),NO,Eje III/NEO-PI-R,NEO-PI-R_ficha_tecnica.pdf,,Cuestionario de autoinforme · 240 ítems · Likert de 5 puntos · 5 dimensiones
bfi-2_77,BFI-2,Inventario de los Cinco Grandes 2,"Big Five Inventory-2 (BFI-2; Soto & John, 2017).",Dr. Christopher J. Soto (Colby College) y Dr. Oliver P. John (UC Berkeley).,"David Gallardo-Pujol, Luís Oceja, Anna Cortijos-Bernabeu y Víctor Rouco (2022).",Eje III,3,"Personalidad, identidad y valores","Rasgos de Personalidad (Neuroticismo, Extraversión, Apertura, Amabilidad, Responsabilidad)",Rasgos de personalidad,,personalidad; rasgos de personalidad; trastorno de personalidad; personalidad antisocial; personalidad borderline,Autoinforme,Cuestionario de autoinforme de 60 reactivos balanceados con escala Likert de 5 puntos (1 a 5).,Diagnóstico y severidad,Adolescentes y adultos,adolescentes; adultos,8 a 12 minutos en autoadministración.,Escala de respuesta estructurada psicométrica,abierto,Sí,SI,Eje III/BFI-2,BFI-2_ficha_tecnica.pdf,BFI-2_protocolo.pdf,Autoinforme · 60 ítems · Likert de 5 puntos · Papel y lápiz o digital
hexaco-pi-r_78,HEXACO-PI-R,Inventario de Personalidad HEXACO Revisado,"The HEXACO-60 Personality Inventory (Lee & Ashton, 2009, 2018).","Dr. Kibeom Lee (Univ. de Calgary) y Dr. Michael C. Ashton (Brock University, Canadá).","Traducción oficial de Ashton & Lee; Romero et al. (2015), España.",Eje III,3,"Personalidad, identidad y valores","Rasgos de Personalidad (Neuroticismo, Extraversión, Apertura, Amabilidad, Responsabilidad)",Rasgos de personalidad,,personalidad; rasgos de personalidad; trastorno de personalidad; personalidad antisocial; personalidad borderline,Autoinforme,Autoinforme de 60 reactivos balanceados con escala Likert de 5 puntos (1 a 5).,Diagnóstico y severidad,Adultos y universitarios,adultos,8 a 12 minutos en autoadministración.,Escala de respuesta estructurada psicométrica,abierto,Sí (para uso no comercial e investigación),SI,Eje III/HEXACO-PI-R,HEXACO-PI-R_ficha_tecnica.pdf,HEXACO-PI-R_protocolo.pdf,Cuestionario de autoinforme y · 60 ítems · Likert de 5 puntos · 6 dimensiones
tci-r_79,TCI-R,Inventario de Temperamento y Carácter Revisado,"Temperament and Character Inventory-Revised (TCI-R; Cloninger, 1999).","Dr. C. Robert Cloninger, M.D. (Washington University School of Medicine in St. Louis, EE.UU.).","Gutiérrez-Zotes et al. (2004); Bayón et al. (TEA Ediciones, Madrid, España).",Eje III,3,"Personalidad, identidad y valores","Rasgos de Personalidad (Neuroticismo, Extraversión, Apertura, Amabilidad, Responsabilidad)",Rasgos de personalidad,,personalidad; rasgos de personalidad; trastorno de personalidad; personalidad antisocial; personalidad borderline,Autoinforme,Autoinforme de 240 ítems Likert de 5 puntos (1 a 5) + 5 ítems de control de consistencia.,Diagnóstico y severidad,Adultos,adultos,35 a 50 minutos de autoadministración supervisada.,Escala de respuesta estructurada psicométrica,academico,Uso bajo licencia/permiso,NO,Eje III/TCI-R,TCI-R_ficha_tecnica.pdf,,Cuestionario de autoinforme · 240 ítems · Likert de 5 puntos · 4 dimensiones
pid-5_80,PID-5,Inventario de Personalidad para el DSM-5,"The Personality Inventory for DSM-5 (PID-5; Krueger et al., 2012).","Dr. Robert F. Krueger, Patrick K. Derringer, David Watson y Andrew E. Skodol (APA).","Versión oficial española de la APA; Gutiérrez et al. (2017), España.",Eje III,3,"Personalidad, identidad y valores","Rasgos Patológicos de Personalidad (Afectividad Negativa, Desapego, Antagonismo, Desinhibición, Psicoticismo)",Personalidad patológica,,TLP; narcisismo; psicopatía; tríada oscura; desapego,Autoinforme,Autoinforme de 220 reactivos con escala Likert de 4 puntos (0 a 3).,Diagnóstico y severidad,Adultos (existe versión PID-5-IRF para adolescentes),adolescentes; adultos,25 a 40 minutos en autoadministración.,Escala de respuesta estructurada psicométrica,abierto,Sí (Disponible por la APA para uso clínico e investigación),SI,Eje III/PID-5,PID-5_ficha_tecnica.pdf,PID-5_protocolo.pdf,Cuestionario de autoinforme y · 220 ítems · Likert de 4 puntos · 5 dimensiones
sd3_81,SD3,La Tríada Oscura Corta,"Short Dark Triad (SD3; Jones & Paulhus, 2014).",Dr. Daniel N. Jones y Dr. Delroy L. Paulhus (Universidad de Columbia Británica).,"Pineda et al. (2020); García et al. (2020), Universidad Complutense de Madrid.",Eje III,3,"Personalidad, identidad y valores",Personalidad Oscura y Luminosa (Tríadas y Tétradas),Personalidad patológica,,TLP; narcisismo; psicopatía; tríada oscura; desapego,Autoinforme,Autoinforme de 27 reactivos con escala Likert de 5 puntos (1 a 5; 9 reactivos por rasgo).,Diagnóstico y severidad,Adultos,adultos,5 a 8 minutos en autoadministración.,Escala de respuesta estructurada psicométrica,abierto,Sí,SI,Eje III/SD3,SD3_ficha_tecnica.pdf,SD3_protocolo.pdf,Cuestionario de autoinforme · 27 ítems · Likert de 5 puntos · 3 dimensiones
sd4_82,SD4,La Tétrada Oscura Corta,"Short Dark Tetrad (SD4; Paulhus, Buckels, Trapnell & Jones, 2021).","Dr. Delroy L. Paulhus, Dra. Erin E. Buckels, Dr. Paul D. Trapnell y Dr. Daniel N. Jones.","Ortet-Walker et al. (2024), *Psicothema*, Universidad Jaume I de Castellón, España.",Eje III,3,"Personalidad, identidad y valores",Personalidad Oscura y Luminosa (Tríadas y Tétradas),Personalidad patológica,,TLP; narcisismo; psicopatía; tríada oscura; desapego,Autoinforme,Autoinforme de 28 reactivos directos con escala Likert de 5 puntos (1 a 5; 7 reactivos por rasgo).,Diagnóstico y severidad,Adultos,adultos,5 a 8 minutos en autoadministración.,Escala de respuesta estructurada psicométrica,abierto,Sí,SI,Eje III/SD4,SD4_ficha_tecnica.pdf,SD4_protocolo.pdf,Cuestionario de autoinforme · 28 ítems · Likert de 5 puntos · 4 dimensiones
lts_83,LTS,Escala de la Tríada Luminosa,"Light Triad Scale (LTS-12; Kaufman, Yaden, Hyde & Tsukayama, 2019).","Dr. Scott Barry Kaufman, Dr. David B. Yaden, Elizabeth Hyde y Dr. Eli Tsukayama.",Stavemann et al. (2021); adaptaciones validadas en España y Latinoamérica.,Eje III,3,"Personalidad, identidad y valores",Personalidad Oscura y Luminosa (Tríadas y Tétradas),Personalidad patológica,,TLP; narcisismo; psicopatía; tríada oscura; desapego,Autoinforme,Autoinforme de 12 reactivos con escala Likert de 5 puntos (1 a 5; 4 reactivos por factor).,Diagnóstico y severidad,Adultos,adultos,3 a 5 minutos en autoadministración.,Escala de respuesta estructurada psicométrica,abierto,Sí,SI,Eje III/LTS,LTS_ficha_tecnica.pdf,LTS_protocolo.pdf,"Autoinforme · 12 ítems · Likert de 6 puntos · 5 min · Papel y lápiz o digital, autoa"
rses_84,RSES,Escala de Autoestima de Rosenberg,"Rosenberg Self-Esteem Scale (RSES; Rosenberg, 1965).","Dr. Morris Rosenberg (Universidad de Princeton / Universidad de Maryland, EE. UU.).","Atienza et al. (2000), Univ. de Valencia; Martín-Albo et al. (2007); Vázquez et al. (2004).",Eje III,3,"Personalidad, identidad y valores",Autoestima,Autoestima y autoconcepto,,valía personal; autoeficacia; autoimagen,Autoinforme,Autoinforme unidimensional de 10 reactivos con escala Likert de 4 puntos (1 a 4).,Diagnóstico y severidad,Adolescentes y adultos,adolescentes; adultos,2 a 4 minutos en autoadministración.,Escala de respuesta estructurada psicométrica,abierto,Sí,SI,Eje III/RSES,RSES_ficha_tecnica.pdf,RSES_protocolo.pdf,Cuestionario de autoinforme · 10 ítems · Likert de 4 puntos · Unidimensional
af-5_85,AF-5,Autoconcepto Forma 5,"Autoconcepto Forma 5 (AF-5; García & Musitu, 1999, 2014).",Dr. Fernando García (Univ. de Valencia) y Dr. Gonzalo Musitu (Univ. Pablo de Olavide).,Adaptación y baremación en población hispanohablante,Eje III,3,"Personalidad, identidad y valores",Autoconcepto,Autoestima y autoconcepto,,valía personal; autoeficacia; autoimagen,Autoinforme,Cuestionario de autoinforme de 30 reactivos con escala centesimal continua de 1 a 99 (o 1 a 5).,Diagnóstico y severidad,"Niños, adolescentes y adultos",niños; adolescentes; adultos,10 a 15 minutos en autoadministración.,Escala de respuesta estructurada psicométrica,comercial,No (TEA Ediciones),NO,Eje III/AF-5,AF-5_ficha_tecnica.pdf,,Cuestionario de autoinforme · 30 ítems · Escala de 1 a 99. En algunas · 5 dimensiones
gse_86,GSE,Escala de Autoeficacia General,"General Self-Efficacy Scale (GSE; Schwarzer & Jerusalem, 1995).",Dr. Ralf Schwarzer y Dr. Matthias Jerusalem (Universidad Libre de Berlín).,"Baessler y Schwarzer (1996); Sanjuán, Pérez y Bermúdez (2000), UNED, España.",Eje III,3,"Personalidad, identidad y valores",Autoeficacia,Autoestima y autoconcepto,,valía personal; autoeficacia; autoimagen,Autoinforme,Autoinforme unidimensional de 10 reactivos con escala Likert de 4 puntos (1 a 4).,Diagnóstico y severidad,Adolescentes y adultos,adolescentes; adultos,2 a 4 minutos en autoadministración.,Escala de respuesta estructurada psicométrica,abierto,Sí,SI,Eje III/GSE,GSE_ficha_tecnica.pdf,GSE_protocolo.pdf,Cuestionario de autoinforme · 10 ítems · Likert de 4 puntos · Unidimensional
sccs_87,SCCS,Escala de Claridad del Autoconcepto,"Self-Concept Clarity Scale (SCCS; Campbell et al., 1996).","Dra. Jennifer D. Campbell y colaboradores (Univ. de Columbia Británica, Canadá).","Calderón-Garrido et al. (2018); Fuentes et al., adaptaciones validadas en España.",Eje III,3,"Personalidad, identidad y valores",Claridad del self,Identidad y valores,,identidad personal; valores morales; autoconcepto; autoestima; identidad social; identidad de género; valores éticos,Autoinforme,Autoinforme unidimensional de 12 reactivos con escala Likert de 5 puntos (1 a 5).,Diagnóstico y severidad,Adultos,adultos,3 a 5 minutos en autoadministración.,Escala de respuesta estructurada psicométrica,abierto,Sí,NO,Eje III/SCCS,SCCS_ficha_tecnica.pdf,,Cuestionario de autoinforme · 12 ítems · Likert de 5 puntos · Unidimensional
eom-eis-2_88,EOM-EIS-2,Medida Objetiva Extendida del Estatus de Identidad del Ego,"Extended Objective Measure of Ego Identity Status-2 (EOM-EIS-2; Bennion & Adams, 1986).","Layne C. Bennion, Ph.D. y Gerald R. Adams, Ph.D. (Utah State University / Univ. of Guelph).",Rodríguez-Fernández et al. (2011); Pastor et al.; España y Latinoamérica.,Eje III,3,"Personalidad, identidad y valores",Identidad personal,Identidad y valores,,identidad personal; valores morales; autoconcepto; autoestima; identidad social; identidad de género; valores éticos,Autoinforme,Autoinforme de 64 reactivos balanceados con escala Likert de 6 puntos (1 a 6).,Diagnóstico y severidad,Adolescentes y adultos jóvenes,adolescentes; adultos,15 a 20 minutos de autoadministración individual o grupal.,Escala de respuesta estructurada psicométrica,abierto,Sí,NO,Eje III/EOM-EIS-2,EOM-EIS-2_ficha_tecnica.pdf,,Cuestionario de autoinforme · 64 ítems · Likert de 6 puntos · 2 dimensiones
pvq_89,PVQ,Cuestionario de Valores de Retrato,"Portrait Values Questionnaire (PVQ-21 / ESS; Schwartz et al., 2001, 2003).",Dr. Shalom H. Schwartz (Universidad Hebrea de Jerusalén).,Versión oficial española de la Encuesta Social Europea (ESS) y adaptaciones validadas.,Eje III,3,"Personalidad, identidad y valores",Valores personales,Identidad y valores,,identidad personal; valores morales; autoconcepto; autoestima; identidad social; identidad de género; valores éticos,Autoinforme,Autoinforme de viñetas descriptivas de 21 reactivos con escala de similitud de 6 puntos (1 a 6).,Diagnóstico y severidad,Adolescentes y adultos,adolescentes; adultos,6 a 10 minutos en autoadministración.,Escala de respuesta estructurada psicométrica,abierto,Sí (Para investigación),SI,Eje III/PVQ,PVQ_ficha_tecnica.pdf,PVQ_protocolo.pdf,Cuestionario de autoinforme · 40 ítems · Likert de 6 puntos · 10 valores universales básicos
mlq_90,MLQ,Cuestionario de Significado de la Vida,"Meaning in Life Questionnaire (MLQ; Steger et al., 2006).","Dr. Michael F. Steger, Dra. Patricia Frazier, Dr. Shigehiro Oishi y Dr. Matthew Kaler.","García-Alandete et al. (2011), Univ. Católica de Valencia; Gómez-Baya et al. (2017), España.",Eje III,3,"Personalidad, identidad y valores",Sentido de vida y Propósito vital,Bienestar y satisfacción vital,,florecimiento; felicidad; satisfacción vital; afecto positivo,Autoinforme,Autoinforme bidimensional de 10 reactivos con escala Likert de 7 puntos (1 a 7).,Diagnóstico y severidad,Adultos,adultos,3 a 5 minutos en autoadministración.,Escala de respuesta estructurada psicométrica,abierto,Sí,SI,Eje III/MLQ,MLQ_ficha_tecnica.pdf,MLQ_protocolo.pdf,Cuestionario de autoinforme · 10 ítems · Likert de 7 puntos · 2 dimensiones
imi_91,IMI,Inventario de Motivación Intrínseca,"Intrinsic Motivation Inventory (IMI; Ryan, 1982; McAuley et al., 1989).",Dr. Richard M. Ryan y Dr. Edward L. Deci (Universidad de Rochester).,"Balaguer et al. (2008), Universidad de Valencia; Pereira et al. (2015), España.",Eje III,3,"Personalidad, identidad y valores",Motivación y Orientación a metas,Identidad y valores,,identidad personal; valores morales; autoconcepto; autoestima; identidad social; identidad de género; valores éticos,Autoinforme,Autoinforme situacional de 22 reactivos con escala Likert de 7 puntos (1 a 7).,Diagnóstico y severidad,Todas las edades,niños; adolescentes; adultos; mayores,5 a 8 minutos en autoadministración.,Escala de respuesta estructurada psicométrica,abierto,Sí,SI,Eje III/IMI,IMI_ficha_tecnica.pdf,IMI_protocolo.pdf,Cuestionario de autoinforme · 45 ítems · Likert de 7 puntos · Habitualmente 5 o 6
agq-r_92,AGQ-R,Cuestionario de Metas de Logro Revisado,"Achievement Goal Questionnaire-Revised (AGQ-R; Elliot & Murayama, 2008).",Dr. Andrew J. Elliot y Dr. Kou Murayama (Universidad de Rochester).,Martínez-Monteagudo et al. (2018); adaptaciones validadas en España y Latinoamérica.,Eje III,3,"Personalidad, identidad y valores",Motivación y Orientación a metas,Identidad y valores,,identidad personal; valores morales; autoconcepto; autoestima; identidad social; identidad de género; valores éticos,Autoinforme,Autoinforme dimensional de 12 reactivos con escala Likert de 5 puntos (1 a 5).,Diagnóstico y severidad,,adolescentes; adultos; mayores,3 a 5 minutos en autoadministración.,Escala de respuesta estructurada psicométrica,abierto,Sí,SI,Eje III/AGQ-R,AGQ-R_ficha_tecnica.pdf,AGQ-R_protocolo.pdf,Cuestionario de autoinforme · 12 ítems · Likert de 5 puntos · 4 metas
aceq_93,ACEQ,Cuestionario de Experiencias Adversas en la Infancia,_Adverse Childhood Experiences Questionnaire (ACE-Q) — Adult Version_,"Dr. Vincent J. Felitti (Kaiser Permanente) y Dr. Robert F. Anda (CDC, EE. UU.), 1998.",Adaptación y baremación en población hispanohablante,Eje I,1,"Problemas, síntomas y riesgo",Trauma acumulado y Adversidad temprana,Trauma y estrés postraumático,,TEPT; trauma complejo; estrés agudo; disociación,Autoinforme,10 categorías de adversidad dicotómicas (SÍ / NO) organizadas en 3 dominios clínicos + 1 ítem de percepción de impacto en la salud.,Evaluación pericial forense / Riesgo,Adultos (retrospectivo),adultos,Aproximadamente 3 a 5 minutos (prueba de cribado ultrarrápida y no invasiva).,Escala de respuesta estructurada psicométrica,abierto,Sí (Dominio público / California Surgeon General),SI,Eje I/ACEQ,ACEQ_ficha_tecnica.pdf,ACEQ_protocolo.pdf,Cuestionario de autoinforme · Dicotómica (Sí/No) · 3 dimensiones · Entrevista/autoinforme asistid
ctq-sf_94,CTQ-SF,Cuestionario de Trauma Infantil - Versión Breve,"Cuestionario de Trauma Infantil - Versión Breve (Childhood Trauma Questionnaire - Short Form, CTQ-SF)","David P. Bernstein, Laura Fink, L. Handelsman, J. Foote et al. (1998, 2003)","Hernández, A., Gallardo-Pujol, D., Pereda, N., Arntz, A. et al. (2013, Child Abuse Negl)",Eje I,1,"Problemas, síntomas y riesgo",Trauma acumulado y Adversidad temprana,Trauma y estrés postraumático,,TEPT; trauma complejo; estrés agudo; disociación,Autoinforme,28 ítems puntuados en escala Likert de 5 puntos (1 = Nunca a 5 = Siempre); 25 clínicos + 3 de minimización,Diagnóstico y severidad,Adolescentes y adultos,adolescentes; adultos,5 a 8 minutos (autoadministrado en entorno protegido y confidencial),Escala de respuesta estructurada psicométrica,comercial,No (NCS Pearson),NO,Eje I/CTQ-SF,CTQ-SF_ficha_tecnica.pdf,,Cuestionario de autoinforme · 28 ítems · Likert de 5 puntos · 5 dimensiones
meim_95,MEIM,Multigroup Ethnic Identity Measure (Medida Multigrupo de Identidad Étnica),"Multigroup Ethnic Identity Measure (MEIM; Phinney, 1992; Roberts et al., 1999).",Jean S. Phinney (1992; California State University),Smith (2002); Romero-García et al.; adaptaciones validadas en España y Latinoamérica.,Eje III,3,"Personalidad, identidad y valores",Identidad étnica (Exploración y Compromiso/Pertenencia),Identidad y valores,,identidad personal; valores morales; autoconcepto; autoestima; identidad social; identidad de género; valores éticos,Autoinforme,Autoinforme bidimensional de 12 reactivos con escala Likert de 4 puntos (1 a 4).,Diagnóstico y severidad,Adolescentes y jóvenes,adolescentes,3 a 5 minutos en autoadministración.,Escala de respuesta estructurada psicométrica,abierto,Sí,SI,Eje III/MEIM,MEIM_ficha_tecnica.pdf,MEIM_protocolo.pdf,"Autoinforme · 12 ítems · Según el archivo fuente · Papel y lápiz o digital, autoa"
