eje_codigo,eje_numero,eje_nombre,total_instrumentos,id_test,sigla_test,nombre_test,constructo,tema,tipo_instrumento,acceso,protocolo_disponible
Eje II,2,Procesos psicológicos y mantenimiento,46,ersq_new1,ERSQ,Emotion-Regulation Skills Questionnaire (Cuestionario de Habilidades de Regulación Emocional),Habilidades específicas de regulación emocional (modelo ACE),Regulación emocional,Autoinforme,abierto,SI
Eje II,2,Procesos psicológicos y mantenimiento,46,cae_156,CAE,Cuestionario de Afrontamiento del Estres,Estrategias de afrontamiento del estres,Afrontamiento y resiliencia,Autoinforme,academico,SI
Eje II,2,Procesos psicológicos y mantenimiento,46,eas_157,EAS,Escala de Apoyo Social,Apoyo social percibido (familiar y de amistades),Apoyo social y familia,Autoinforme,academico,SI
Eje II,2,Procesos psicológicos y mantenimiento,46,erq_158,ERQ,Emotion Regulation Questionnaire - Cuestionario de Autorregulacion Emocional,"Regulacion emocional (reevaluacion cognitiva, supresion expresiva)",Regulación emocional,Autoinforme,abierto,SI
Eje II,2,Procesos psicológicos y mantenimiento,46,fmps_159,FMPS,Escala Multidimensional de Perfeccionismo,Perfeccionismo multidimensional,Rasgos de personalidad,Autoinforme,academico,SI
Eje II,2,Procesos psicológicos y mantenimiento,46,panas_161,PANAS,Escala de Afecto Positivo y Negativo,Afecto positivo y negativo,Regulación emocional,Autoinforme,academico,SI
Eje II,2,Procesos psicológicos y mantenimiento,46,rs14_162,RS-14,Escala de Resiliencia de 14 items,Resiliencia,Afrontamiento y resiliencia,Autoinforme,academico,SI
Eje II,2,Procesos psicológicos y mantenimiento,46,tmms24_163,TMMS-24,Trait Meta-Mood Scale-24,"Inteligencia emocional percibida (atencion, claridad, reparacion)",Regulación emocional,Autoinforme,academico,SI
Eje II,2,Procesos psicológicos y mantenimiento,46,beaq_164,BEAQ,Brief Experiential Avoidance Questionnaire,Evitacion experiencial,Flexibilidad psicológica y mindfulness,Autoinforme,academico,SI
Eje II,2,Procesos psicológicos y mantenimiento,46,vq_165,VQ,Valuing Questionnaire,Vida valiosa (Progreso vs Obstruccion) segun valores personales,Identidad y valores,Autoinforme,academico,SI
Eje II,2,Procesos psicológicos y mantenimiento,46,psyflex_166,Psy-Flex,Cuestionario Psy-Flex (flexibilidad psicologica),"Flexibilidad psicologica (presencia, apertura, defusion, yo estable, valores, compromiso)",Flexibilidad psicológica y mindfulness,Autoinforme,academico,SI
Eje II,2,Procesos psicológicos y mantenimiento,46,cope48_167,COPE-48,Versión española del COPE-48 (adaptación clínica del COPE Inventory),"Afrontamiento (coping), 9 escalas clínicas",Afrontamiento y resiliencia,Autoinforme,abierto,SI
Eje II,2,Procesos psicológicos y mantenimiento,46,ffmq-sf_168,FFMQ-SF,Cuestionario de Cinco Facetas de Mindfulness - Forma Corta,"Mindfulness y regulacion emocional (5 facetas: observar, describir, actuar con consciencia, no juzgar, no reactividad)",Flexibilidad psicológica y mindfulness,Autoinforme,abierto,SI
Eje II,2,Procesos psicológicos y mantenimiento,46,scs_169,SCS,Escala de Autocompasión (Self-Compassion Scale - Formas de 26 y 12 ítems),Autocompasión y regulación afectiva (3 polaridades / 6 subescalas),Regulación emocional,Autoinforme,abierto,SI
Eje II,2,Procesos psicológicos y mantenimiento,46,aim-a_219,AIM-A,Affect Intensity Measure,Intensidad de la reactividad afectiva,Regulación emocional,Autoinforme,academico,SI
Eje II,2,Procesos psicológicos y mantenimiento,46,empc_new,EMPC,Escala Motivacional de Pensamiento Crítico (EMPC),Estilos de pensamiento y metacognición,Estilos de pensamiento y metacognición,Autoinforme,abierto,SI
Eje II,2,Procesos psicológicos y mantenimiento,46,tsi_new,TSI,Inventario de Estilos de Pensamiento de Sternberg (TSI),Estilos cognitivos y autogobierno mental,Estilos cognitivos y autogobierno mental,Autoinforme,abierto,SI
Eje II,2,Procesos psicológicos y mantenimiento,46,sseit_new,SSEIT,Escala de Inteligencia Emocional de Schutte (SSEIT),Inteligencia emocional autopercibida,Inteligencia emocional autopercibida,Autoinforme,abierto,SI
Eje II,2,Procesos psicológicos y mantenimiento,46,iss_new,ISS,Inventario de Situaciones Sociales (ISS),Afrontamiento interpersonal y asertividad,Afrontamiento interpersonal y asertividad,Autoinforme,abierto,SI
Eje II,2,Procesos psicológicos y mantenimiento,46,hsq-24_new,HSQ-24,Cuestionario de Estilos de Humor (HSQ-24),Regulación afectiva y mecanismos de humor,Regulación afectiva y mecanismos de humor,Autoinforme,abierto,SI
Eje II,2,Procesos psicológicos y mantenimiento,46,er-25_new,ER-25,Escala de Resiliencia de Wagnild y Young (25 ítems),Resiliencia y superación de adversidades,Resiliencia y superación de adversidades,Autoinforme,comercial,SI
Eje III,3,"Personalidad, identidad y valores",27,pcl-r_32,PCL-R,Escala de Calificación de Psicopatía Revisada,Conducta antisocial,"Agresividad, ira y violencia",Heteroaplicado / Entrevista clínica,comercial,NO
Eje III,3,"Personalidad, identidad y valores",27,srp-iv_33,SRP-IV,Escala de Autoinforme de Psicopatía - Versión IV,Conducta antisocial,"Agresividad, ira y violencia",Autoinforme,comercial,NO
Eje III,3,"Personalidad, identidad y valores",27,neo-pi-r_76,NEO-PI-R,Inventario de Personalidad NEO Revisado,"Rasgos de Personalidad (Neuroticismo, Extraversión, Apertura, Amabilidad, Responsabilidad)",Rasgos de personalidad,Autoinforme,comercial,NO
Eje III,3,"Personalidad, identidad y valores",27,bfi-2_77,BFI-2,Inventario de los Cinco Grandes 2,"Rasgos de Personalidad (Neuroticismo, Extraversión, Apertura, Amabilidad, Responsabilidad)",Rasgos de personalidad,Autoinforme,abierto,SI
Eje III,3,"Personalidad, identidad y valores",27,hexaco-pi-r_78,HEXACO-PI-R,Inventario de Personalidad HEXACO Revisado,"Rasgos de Personalidad (Neuroticismo, Extraversión, Apertura, Amabilidad, Responsabilidad)",Rasgos de personalidad,Autoinforme,abierto,SI
Eje III,3,"Personalidad, identidad y valores",27,tci-r_79,TCI-R,Inventario de Temperamento y Carácter Revisado,"Rasgos de Personalidad (Neuroticismo, Extraversión, Apertura, Amabilidad, Responsabilidad)",Rasgos de personalidad,Autoinforme,academico,NO
Eje III,3,"Personalidad, identidad y valores",27,pid-5_80,PID-5,Inventario de Personalidad para el DSM-5,"Rasgos Patológicos de Personalidad (Afectividad Negativa, Desapego, Antagonismo, Desinhibición, Psicoticismo)",Personalidad patológica,Autoinforme,abierto,SI
Eje III,3,"Personalidad, identidad y valores",27,sd3_81,SD3,La Tríada Oscura Corta,Personalidad Oscura y Luminosa (Tríadas y Tétradas),Personalidad patológica,Autoinforme,abierto,SI
Eje III,3,"Personalidad, identidad y valores",27,sd4_82,SD4,La Tétrada Oscura Corta,Personalidad Oscura y Luminosa (Tríadas y Tétradas),Personalidad patológica,Autoinforme,abierto,SI
Eje III,3,"Personalidad, identidad y valores",27,lts_83,LTS,Escala de la Tríada Luminosa,Personalidad Oscura y Luminosa (Tríadas y Tétradas),Personalidad patológica,Autoinforme,abierto,SI
Eje III,3,"Personalidad, identidad y valores",27,rses_84,RSES,Escala de Autoestima de Rosenberg,Autoestima,Autoestima y autoconcepto,Autoinforme,abierto,SI
Eje III,3,"Personalidad, identidad y valores",27,af-5_85,AF-5,Autoconcepto Forma 5,Autoconcepto,Autoestima y autoconcepto,Autoinforme,comercial,NO
Eje III,3,"Personalidad, identidad y valores",27,gse_86,GSE,Escala de Autoeficacia General,Autoeficacia,Autoestima y autoconcepto,Autoinforme,abierto,SI
Eje III,3,"Personalidad, identidad y valores",27,sccs_87,SCCS,Escala de Claridad del Autoconcepto,Claridad del self,Identidad y valores,Autoinforme,abierto,NO
Eje III,3,"Personalidad, identidad y valores",27,eom-eis-2_88,EOM-EIS-2,Medida Objetiva Extendida del Estatus de Identidad del Ego,Identidad personal,Identidad y valores,Autoinforme,abierto,NO
Eje III,3,"Personalidad, identidad y valores",27,pvq_89,PVQ,Cuestionario de Valores de Retrato,Valores personales,Identidad y valores,Autoinforme,abierto,SI
Eje III,3,"Personalidad, identidad y valores",27,mlq_90,MLQ,Cuestionario de Significado de la Vida,Sentido de vida y Propósito vital,Bienestar y satisfacción vital,Autoinforme,abierto,SI
Eje III,3,"Personalidad, identidad y valores",27,imi_91,IMI,Inventario de Motivación Intrínseca,Motivación y Orientación a metas,Identidad y valores,Autoinforme,abierto,SI
Eje III,3,"Personalidad, identidad y valores",27,agq-r_92,AGQ-R,Cuestionario de Metas de Logro Revisado,Motivación y Orientación a metas,Identidad y valores,Autoinforme,abierto,SI
Eje III,3,"Personalidad, identidad y valores",27,meim_95,MEIM,Multigroup Ethnic Identity Measure (Medida Multigrupo de Identidad Étnica),Identidad étnica (Exploración y Compromiso/Pertenencia),Identidad y valores,Autoinforme,abierto,SI
Eje III,3,"Personalidad, identidad y valores",27,via_96,VIA,Índice de Aculturación de Vancouver,Identidad cultural y Aculturación,Identidad y valores,Autoinforme,abierto,NO
Eje III,3,"Personalidad, identidad y valores",27,ismi_98,ISMI,Escala de Estigma Internalizado de la Enfermedad Mental,Estigma y discriminación,Apoyo social y familia,Autoinforme,abierto,SI
Eje III,3,"Personalidad, identidad y valores",27,eod_99,EOD,Escala de Experiencias de Discriminación,Estigma y discriminación,Apoyo social y familia,Autoinforme,abierto,SI
Eje III,3,"Personalidad, identidad y valores",27,lot-r_116,LOT-R,Test de Orientación Vital Revisado (Optimismo),"Resiliencia, Afrontamiento y Fortalezas",Afrontamiento y resiliencia,Autoinforme,abierto,SI
Eje III,3,"Personalidad, identidad y valores",27,npi-n_218,NPI-N,Narcissistic Personality Inventory,Rasgos de personalidad narcisista,Personalidad patológica,Autoinforme,academico,SI
Eje III,3,"Personalidad, identidad y valores",27,crea-24_new,CREA-24,Escala de Autopercepción de Creatividad (CREA-24),Autoconcepto y autoeficacia creativa,Autoconcepto y autoeficacia creativa,Autoinforme,abierto,SI
Eje III,3,"Personalidad, identidad y valores",27,sss-v_new,SSS-V,Escala de Búsqueda de Sensaciones de Zuckerman (Forma V),Rasgo disposicional de personalidad,Rasgo disposicional de personalidad,Autoinforme,abierto,SI
Eje IV,4,"Funcionamiento, adaptación y recursos",31,whodas_2.0_100,WHODAS 2.0,Cuestionario para la Evaluación de Discapacidad de la OMS 2.0,"Funcionamiento general, Discapacidad y Actividades de la vida diaria",Funcionamiento y discapacidad,Autoinforme,abierto,SI
Eje IV,4,"Funcionamiento, adaptación y recursos",31,indice_de_barth_101,BARTHEL,Índice de Barthel,"Funcionamiento general, Discapacidad y Actividades de la vida diaria",Funcionamiento y discapacidad,Observacional / Registro conductual,abierto,SI
Eje IV,4,"Funcionamiento, adaptación y recursos",31,escala_de_lawton_102,Escala de Lawton,Escala de Lawton y Brody,"Funcionamiento general, Discapacidad y Actividades de la vida diaria",Funcionamiento y discapacidad,Observacional / Registro conductual,abierto,SI
Eje IV,4,"Funcionamiento, adaptación y recursos",31,chte_103,CHTE,Cuestionario de Hábitos y Técnicas de Estudio,"Rendimiento académico, Hábitos de estudio y Adaptación escolar",Rendimiento académico,Autoinforme,academico,NO
Eje IV,4,"Funcionamiento, adaptación y recursos",31,basc-3_104,BASC-3,Sistema de Evaluación de la Conducta de Niños y Adolescentes (Subescalas de Adaptación),"Rendimiento académico, Hábitos de estudio y Adaptación escolar",Rendimiento académico,Autoinforme,comercial,NO
Eje IV,4,"Funcionamiento, adaptación y recursos",31,mbi_105,MBI,Inventario de Burnout de Maslach,"Desempeño laboral, Burnout, Engagement y Adaptación ocupacional",Desempeño laboral y burnout,Autoinforme,comercial,NO
Eje IV,4,"Funcionamiento, adaptación y recursos",31,uwes_106,UWES,Escala de Engagement en el Trabajo de Utrecht,"Desempeño laboral, Burnout, Engagement y Adaptación ocupacional",Desempeño laboral y burnout,Autoinforme,abierto,SI
Eje IV,4,"Funcionamiento, adaptación y recursos",31,mos-sss_107,MOS-SSS,Cuestionario de Apoyo Social del Medical Outcomes Study,Apoyo social y Funcionamiento familiar,Apoyo social y familia,Autoinforme,abierto,SI
Eje IV,4,"Funcionamiento, adaptación y recursos",31,faces-iv_108,FACES-IV,Escala de Cohesión y Adaptabilidad Familiar,Apoyo social y Funcionamiento familiar,Apoyo social y familia,Autoinforme,abierto,NO
Eje IV,4,"Funcionamiento, adaptación y recursos",31,apgar_109,APGAR,APGAR Familiar,Apoyo social y Funcionamiento familiar,Apoyo social y familia,Autoinforme,abierto,SI
Eje IV,4,"Funcionamiento, adaptación y recursos",31,swls_110,SWLS,Escala de Satisfacción con la Vida,"Bienestar subjetivo, Bienestar psicológico y Florecimiento",Bienestar y satisfacción vital,Autoinforme,abierto,SI
Eje IV,4,"Funcionamiento, adaptación y recursos",31,pwb_111,PWB,Escalas de Bienestar Psicológico,"Bienestar subjetivo, Bienestar psicológico y Florecimiento",Bienestar y satisfacción vital,Autoinforme,abierto,SI
Eje IV,4,"Funcionamiento, adaptación y recursos",31,fs_112,FS,Escala de Florecimiento,"Bienestar subjetivo, Bienestar psicológico y Florecimiento",Bienestar y satisfacción vital,Autoinforme,abierto,SI
Eje IV,4,"Funcionamiento, adaptación y recursos",31,sf-36_113,SF-36,Cuestionario de Salud SF-36,Calidad de vida,Calidad de vida,Autoinforme,abierto,SI
Eje IV,4,"Funcionamiento, adaptación y recursos",31,whoqol-bref_114,WHOQOL-BREF,Cuestionario de Calidad de Vida de la OMS - Versión Breve,Calidad de vida,Calidad de vida,Autoinforme,abierto,SI
Eje IV,4,"Funcionamiento, adaptación y recursos",31,cd-risc_115,CD-RISC,Escala de Resiliencia de Connor-Davidson,"Resiliencia, Afrontamiento y Fortalezas",Afrontamiento y resiliencia,Autoinforme,comercial,NO
Eje IV,4,"Funcionamiento, adaptación y recursos",31,via-is_118,VIA-IS,Inventario VIA de Fortalezas Personales,"Resiliencia, Afrontamiento y Fortalezas",Afrontamiento y resiliencia,Autoinforme,abierto,NO
Eje IV,4,"Funcionamiento, adaptación y recursos",31,ras-h_170,RAS-H,Escala de Valoración de la Relación (Relationship Assessment Scale - Hendrick),Satisfacción diádica y calidad de la relación de pareja,Apego y relaciones interpersonales,Autoinforme,academico,SI
Eje IV,4,"Funcionamiento, adaptación y recursos",31,eeaggaf_211,EEAG-GAF,Escala de Evaluación de la Actividad Global,Funcionamiento global (eje V del DSM-IV),Funcionamiento y discapacidad,Autoinforme,academico,SI
Eje IV,4,"Funcionamiento, adaptación y recursos",31,sdi_212,SDI,Sheehan Disability Inventory,Discapacidad funcional,Funcionamiento y discapacidad,Heteroaplicado / Entrevista clínica,academico,SI
Eje IV,4,"Funcionamiento, adaptación y recursos",31,sass_213,SASS,Social Adaptation Self-evaluation Scale,Adaptación social,Apoyo social y familia,Autoinforme,academico,SI
Eje IV,4,"Funcionamiento, adaptación y recursos",31,qls_214,QLS,Quality of Life Scale (Heinrichs),Calidad de vida en esquizofrenia,Calidad de vida,Heteroaplicado / Entrevista clínica,academico,SI
Eje IV,4,"Funcionamiento, adaptación y recursos",31,cscv_215,CSCV,Cuestionario Sevilla de Calidad de Vida,Calidad de vida,Calidad de vida,Autoinforme,academico,SI
Eje IV,4,"Funcionamiento, adaptación y recursos",31,qlds_216,QLDS,Quality of Life Depression Scale,Calidad de vida en depresión,Depresión y estado de ánimo,Autoinforme,academico,SI
Eje IV,4,"Funcionamiento, adaptación y recursos",31,adrql_217,ADRQL,Alzheimer's Disease Related Quality of Life,Calidad de vida en demencia,Cribado cognitivo y demencias,Observacional / Registro conductual,academico,SI
Eje IV,4,"Funcionamiento, adaptación y recursos",31,katz_new,KATZ,Índice de Katz de Actividades Básicas de la Vida Diaria (ABVD),Autonomía funcional y dependencia biológica,Autonomía funcional y dependencia biológica,Observacional / Registro conductual,abierto,SI
Eje IV,4,"Funcionamiento, adaptación y recursos",31,swbs_new,SWBS,Escala de Bienestar Social de Keyes,Bienestar social y ajuste comunitario,Bienestar social y ajuste comunitario,Autoinforme,abierto,SI
Eje IV,4,"Funcionamiento, adaptación y recursos",31,cgi_new,CGI,Escala de Impresión Clínica Global de Guy (CGI),Funcionamiento global y severidad transdiagnóstica,Funcionamiento global y severidad transdiagnóstica,Heteroaplicado / Entrevista clínica,abierto,SI
Eje IV,4,"Funcionamiento, adaptación y recursos",31,q-les-q_new,Q-LES-Q,Cuestionario de Calidad de Vida: Satisfacción y Placer de Endicott,Calidad de vida y satisfacción vital,Calidad de vida y satisfacción vital,Autoinforme,abierto,SI
Eje IV,4,"Funcionamiento, adaptación y recursos",31,eq-5d_new,EQ-5D,Cuestionario de Salud EuroQoL-5D,Calidad de vida relacionada con la salud,Calidad de vida relacionada con la salud,Autoinforme,comercial,NO
Eje IV,4,"Funcionamiento, adaptación y recursos",31,zbi_new,ZBI,Escala de Sobrecarga del Cuidador de Zarit (ZBI),Sobrecarga familiar y dinámica de cuidados,Sobrecarga familiar y dinámica de cuidados,Heteroaplicado / Entrevista clínica,comercial,NO
Eje V,5,Funcionamiento cognitivo y neuropsicología,23,mmse_119,MMSE,Mini-Examen del Estado Cognitivo,Cribado Cognitivo Global (Estado Mental),Cribado cognitivo y demencias,Heteroaplicado / Entrevista clínica,comercial,SI
Eje V,5,Funcionamiento cognitivo y neuropsicología,23,moca_120,MoCA,Evaluación Cognitiva de Montreal,Cribado Cognitivo Global (Estado Mental),Cribado cognitivo y demencias,Rendimiento neurocognitivo / Tarea de ejecución,academico,SI
Eje V,5,Funcionamiento cognitivo y neuropsicología,23,d2-r_121,d2-R,Test de Atención d2-R,"Atención (Sostenida, Selectiva, Dividida y Vigilancia)",Atención y concentración,Rendimiento neurocognitivo / Tarea de ejecución,comercial,NO
Eje V,5,Funcionamiento cognitivo y neuropsicología,23,tmt_122,TMT,Test del Trazo (Trail Making Test),"Atención (Sostenida, Selectiva, Dividida y Vigilancia)",Atención y concentración,Rendimiento neurocognitivo / Tarea de ejecución,abierto,SI
Eje V,5,Funcionamiento cognitivo y neuropsicología,23,tavec_123,TAVEC,Test de Aprendizaje Verbal de España-Complutense,"Memoria (Trabajo, Episódica, Semántica, Visual, Aprendizaje)",Memoria y aprendizaje,Rendimiento neurocognitivo / Tarea de ejecución,comercial,NO
Eje V,5,Funcionamiento cognitivo y neuropsicología,23,figura_de_rey_124,Figura de Rey,Test de Copia de una Figura Compleja,"Memoria (Trabajo, Episódica, Semántica, Visual, Aprendizaje)",Memoria y aprendizaje,Rendimiento neurocognitivo / Tarea de ejecución,abierto,SI
Eje V,5,Funcionamiento cognitivo y neuropsicología,23,wcst_125,WCST,Test de Clasificación de Tarjetas de Wisconsin,Funciones Ejecutivas,Funciones ejecutivas,Rendimiento neurocognitivo / Tarea de ejecución,comercial,NO
Eje V,5,Funcionamiento cognitivo y neuropsicología,23,stroop_test_126,Stroop Test,Test de Colores y Palabras,Funciones Ejecutivas,Funciones ejecutivas,Rendimiento neurocognitivo / Tarea de ejecución,abierto,SI
Eje V,5,Funcionamiento cognitivo y neuropsicología,23,igt_127,IGT,Iowa Gambling Task,Funciones Ejecutivas,Funciones ejecutivas,Rendimiento neurocognitivo / Tarea de ejecución,abierto,SI
Eje V,5,Funcionamiento cognitivo y neuropsicología,23,brief-2_128,BRIEF-2,Evaluación Conductual de la Función Ejecutiva,Funciones Ejecutivas,Funciones ejecutivas,Rendimiento neurocognitivo / Tarea de ejecución,comercial,NO
Eje V,5,Funcionamiento cognitivo y neuropsicología,23,ifs_129,IFS,INECO Frontal Screening,Funciones Ejecutivas,Funciones ejecutivas,Rendimiento neurocognitivo / Tarea de ejecución,abierto,SI
Eje V,5,Funcionamiento cognitivo y neuropsicología,23,bnt_130,BNT,Test de Denominación de Boston,"Comprensión, Expresión y Fluidez Verbal",Lenguaje y comunicación verbal,Rendimiento neurocognitivo / Tarea de ejecución,comercial,NO
Eje V,5,Funcionamiento cognitivo y neuropsicología,23,tfv_131,TFV,Test de Fluidez Verbal (FAS y Animales),"Comprensión, Expresión y Fluidez Verbal",Lenguaje y comunicación verbal,Rendimiento neurocognitivo / Tarea de ejecución,abierto,SI
Eje V,5,Funcionamiento cognitivo y neuropsicología,23,rmet_132,RMET,Test de Leer la Mente en los Ojos,Cognición Social e Interocepción,Cognición social,Heteroaplicado / Entrevista clínica,abierto,NO
Eje V,5,Funcionamiento cognitivo y neuropsicología,23,faux_pas_test_134,Faux Pas Test,Test de Meteduras de Pata,Cognición Social e Interocepción,Cognición social,Heteroaplicado / Entrevista clínica,abierto,NO
Eje V,5,Funcionamiento cognitivo y neuropsicología,23,dex-sp_new1,DEX-Sp,Cuestionario Disejecutivo (versión española),Síntomas disejecutivos conductuales,Funciones ejecutivas,Rendimiento neurocognitivo / Tarea de ejecución,abierto,SI
Eje V,5,Funcionamiento cognitivo y neuropsicología,23,efeco_new1,EFECO,Escala EFECO para Valorar Funciones Ejecutivas,Funciones ejecutivas cotidianas (autoinforme),Funciones ejecutivas,Rendimiento neurocognitivo / Tarea de ejecución,abierto,SI
Eje V,5,Funcionamiento cognitivo y neuropsicología,23,mfe_new1,MFE,Cuestionario de Fallos de Memoria de la Vida Cotidiana,Fallos de memoria cotidiana (metamemoria),Memoria y aprendizaje,Rendimiento neurocognitivo / Tarea de ejecución,abierto,SI
Eje V,5,Funcionamiento cognitivo y neuropsicología,23,cfq_new1,CFQ-Fallos,Cognitive Failures Questionnaire (Cuestionario de Fallos Cognitivos),Fallos cognitivos cotidianos,Memoria y aprendizaje,Autoinforme,abierto,SI
Eje V,5,Funcionamiento cognitivo y neuropsicología,23,mec_171,MEC,Mini-Examen Cognoscitivo de Lobo,Cribado cognitivo global,Cribado cognitivo y demencias,Heteroaplicado / Entrevista clínica,academico,SI
Eje V,5,Funcionamiento cognitivo y neuropsicología,23,adascog_172,ADAS-Cog,Alzheimer's Disease Assessment Scale - Cognitiva,Deterioro cognitivo en demencia,Cribado cognitivo y demencias,Rendimiento neurocognitivo / Tarea de ejecución,academico,SI
Eje V,5,Funcionamiento cognitivo y neuropsicología,23,his_new,HIS,Escala de Isquemia de Hachinski (HIS),Diagnóstico diferencial de demencias,Diagnóstico diferencial de demencias,Heteroaplicado / Entrevista clínica,abierto,SI
Eje V,5,Funcionamiento cognitivo y neuropsicología,23,cfss_new,CFSS,Escala de Autoevaluación del Funcionamiento Cognitivo (CFSS),Quejas cognitivas subjetivas cotidianas,Quejas cognitivas subjetivas cotidianas,Rendimiento neurocognitivo / Tarea de ejecución,abierto,SI
Eje VI,6,Salud física y estilo de vida,34,psqi_135,PSQI,Índice de Calidad de Sueño de Pittsburgh,Sueño y ritmos circadianos,Sueño y ritmos circadianos,Autoinforme,abierto,SI
Eje VI,6,Salud física y estilo de vida,34,isi_136,ISI,Índice de Gravedad del Insomnio,Sueño y ritmos circadianos,Sueño y ritmos circadianos,Autoinforme,abierto,SI
Eje VI,6,Salud física y estilo de vida,34,ess_137,ESS,Escala de Somnolencia de Epworth,Sueño y ritmos circadianos,Sueño y ritmos circadianos,Autoinforme,abierto,SI
Eje VI,6,Salud física y estilo de vida,34,bpi_138,BPI,Inventario Breve de Dolor,"Dolor, fatiga y síntomas somáticos",Dolor y síntomas somáticos,Autoinforme,comercial,NO
Eje VI,6,Salud física y estilo de vida,34,pcs_139,PCS,Escala de Catastrofización del Dolor,"Dolor, fatiga y síntomas somáticos",Dolor y síntomas somáticos,Autoinforme,abierto,NO
Eje VI,6,Salud física y estilo de vida,34,fss_140,FSS,Escala de Gravedad de la Fatiga,"Dolor, fatiga y síntomas somáticos",Dolor y síntomas somáticos,Autoinforme,abierto,SI
Eje VI,6,Salud física y estilo de vida,34,ipaq_141,IPAQ,Cuestionario Internacional de Actividad Física,Conductas de salud,Alfabetización y conductas de salud,Autoinforme,abierto,SI
Eje VI,6,Salud física y estilo de vida,34,mgl_o_mmas-4_142,MGL o MMAS-4,Cuestionario de Adherencia a la Medicación de Morisky-Green-Levine,Conductas de salud,Alfabetización y conductas de salud,Autoinforme,abierto,NO
Eje VI,6,Salud física y estilo de vida,34,bipq_143,BIPQ,Cuestionario Breve de Percepción de Enfermedad (incluye IPQ-R como versión anidada),Enfermedad médica y afrontamiento,Afrontamiento y resiliencia,Autoinforme,abierto,SI
Eje VI,6,Salud física y estilo de vida,34,mac_144,MAC,Escala de Ajuste Mental al Cáncer,Enfermedad médica y afrontamiento,Afrontamiento y resiliencia,Autoinforme,comercial,NO
Eje VI,6,Salud física y estilo de vida,34,hls-eu-q16_145,HLS-EU-Q16,Cuestionario Europeo de Alfabetización en Salud - Versión Corta,Alfabetización en salud y relación con el sistema,Alfabetización y conductas de salud,Autoinforme,abierto,SI
Eje VI,6,Salud física y estilo de vida,34,sahlsa-50_146,SAHLSA-50,Evaluación Breve de Alfabetización en Salud para Adultos de Habla Hispana,Alfabetización en salud y relación con el sistema,Alfabetización y conductas de salud,Autoinforme,abierto,SI
Eje VI,6,Salud física y estilo de vida,34,prsexdq_new1,PRSexDQ-SALSEX,Cuestionario de Disfunción Sexual Secundaria al Tratamiento con Psicofármacos,Salud sexual (disfunción inducida por fármacos),Salud sexual,Heteroaplicado / Entrevista clínica,abierto,SI
Eje VI,6,Salud física y estilo de vida,34,sisses_new1,SIS/SES-SF,Sexual Inhibition/Sexual Excitation Scales — Short Form,Salud sexual (propensión a inhibición/excitación),Salud sexual,Autoinforme,abierto,SI
Eje VI,6,Salud física y estilo de vida,34,meqsa_new1,MEQ-SA,Cuestionario de Matutinidad-Vespertinidad de Horne y Östberg (versión española),Cronotipo/ritmo circadiano,Sueño y ritmos circadianos,Rendimiento neurocognitivo / Tarea de ejecución,abierto,SI
Eje VI,6,Salud física y estilo de vida,34,stopbang_new1,STOP-Bang,Cuestionario STOP-Bang,Riesgo de apnea del sueño,Sueño y ritmos circadianos,Autoinforme,abierto,SI
Eje VI,6,Salud física y estilo de vida,34,csi_new1,CSI,Inventario de Sensibilización Central,Sensibilización central y carga de síntomas,Ansiedad y fobia,Autoinforme,abierto,SI
Eje VI,6,Salud física y estilo de vida,34,ftnd_new1,FTND,Test de Fagerström de Dependencia de la Nicotina,Tabaco,Sustancias y alcoholismo,Autoinforme,abierto,SI
Eje VI,6,Salud física y estilo de vida,34,semcds_new1,SEMCD-S,Spanish Chronic Disease Self-Efficacy Scale,Autoeficacia/autocuidado en enfermedad crónica,Alfabetización y conductas de salud,Autoinforme,abierto,SI
Eje VI,6,Salud física y estilo de vida,34,eheals_new1,eHEALS,eHealth Literacy Scale,Alfabetización digital en salud,Alfabetización y conductas de salud,Autoinforme,abierto,SI
Eje VI,6,Salud física y estilo de vida,34,cremp_new1,CREM-P,Cuestionario de Relaciones Médico-Paciente (adaptación española del PDRQ),Relación paciente-profesional,Apego y relaciones interpersonales,Autoinforme,abierto,SI
Eje VI,6,Salud física y estilo de vida,34,cos_203,COS,Cuestionario Oviedo de Calidad del Sueño,Calidad del sueño,Sueño y ritmos circadianos,Heteroaplicado / Entrevista clínica,academico,SI
Eje VI,6,Salud física y estilo de vida,34,csfq_204,CSFQ,Changes in Sexual Functioning Questionnaire,Funcionamiento sexual,Salud sexual,Autoinforme,academico,SI
Eje VI,6,Salud física y estilo de vida,34,iief_205,IIEF,Índice Internacional de Función Eréctil,Función eréctil,Salud sexual,Autoinforme,academico,SI
Eje VI,6,Salud física y estilo de vida,34,mghsfq_206,MGH-SFQ,Massachusetts General Hospital Sexual Functioning Q.,Funcionamiento sexual,Salud sexual,Autoinforme,academico,SI
Eje VI,6,Salud física y estilo de vida,34,asex_207,ASEX,Arizona Sexual Experience Scale,Funcionamiento sexual,Salud sexual,Heteroaplicado / Entrevista clínica,academico,SI
Eje VI,6,Salud física y estilo de vida,34,bwsq_208,BWSQ,Benzodiazepine Withdrawal Symptom Questionnaire,Abstinencia de benzodiacepinas,Sustancias y alcoholismo,Autoinforme,academico,SI
